recharge_mm_day,recharge_m3d,pumping_m3d,groundwater_to_stream_m3d,groundwater_discharge_m3d,stream_loss_to_groundwater_m3d,saturation_excess_m3d,landlab_saturation_excess_m3d,landlab_surface_flux_integration_error_m3d,total_streamflow_m3d,Q_m3d,storage_m3,storage_change_m3,mass_balance_streamflow_m3d,mass_balance_error_m3d,mass_balance_error_pct,streamflow_availability_roundoff_m3d,substeps,pumping_chunks,unavailable_stream_loss_m3d,stream_limiter_substeps,stream_limiter_max_iterations_used,stream_limiter_max_dry_reaches,stream_limiter_numerical_clip_m3,date,initial_storage_m3,scheduled_pumping_m3d
0.0,0.0,0.0,921.0641128559292,921.0641128559292,0.0,318.3220148550769,318.32201483019145,-2.488542349965428e-08,1239.386127711006,1239.386127711006,981159.6810220359,-1239.3861316554248,1239.3861316554248,3.944418722312548e-06,3.1825583823856914e-07,2.488497259818534e-08,243,1,1955.4367005772347,243,3,3,5.137136562994011e-09,2009-10-10,6522.536169929949,0.0
0.0,0.0,0.0,916.2546279952626,916.2546279952626,0.0,315.15239877215413,315.15239874659625,-2.555788114477764e-08,1231.4070267674167,1231.4070267674167,979928.2739913377,-1231.4070306981448,1231.4070306981448,3.93072809856676e-06,3.1920624136263363e-07,2.5557912154699207e-08,243,1,1952.6200536182575,243,3,3,5.129929145269169e-09,2009-10-11,6522.536169929949,0.0
0.0,0.0,0.0,911.4988158014966,911.4988158014966,0.0,312.00141714910694,312.0014171228604,-2.6246539164276328e-08,1223.5002329506035,1223.5002329506035,978704.77375447,-1223.5002368676942,1223.5002368676942,3.917090680261026e-06,3.201544684853714e-07,2.6246350401956472e-08,243,1,1949.8176180893684,243,3,3,5.085125049144019e-09,2009-10-12,6522.536169929949,0.0
0.0,0.0,0.0,906.7975849373607,906.7975849373607,0.0,308.86891146269147,308.8689114357552,-2.6936277208733372e-08,1215.6664964000522,1215.6664964000522,977489.1072541662,-1215.6665003038943,1215.6665003038943,3.9038420709403e-06,3.2112771635678133e-07,2.6936390694060106e-08,243,1,1947.0290916176166,243,3,3,5.149752466333402e-09,2009-10-13,6522.536169929949,0.0
0.0,0.0,0.0,902.1490038688538,902.1490038688538,0.0,305.7545927078314,305.7545926801904,-2.764102191576967e-08,1207.9035965766852,1207.9035965766852,976281.203653699,-1207.9036004671361,1207.9036004671361,3.890450898325071e-06,3.220828960871137e-07,2.7641372385099194e-08,243,1,1944.2541930512277,243,3,3,5.10866582094779e-09,2009-10-14,6522.536169929949,0.0
0.0,0.0,0.0,897.5372370919704,897.5372370919704,0.0,302.658154845632,302.6581548172776,-2.835440682247281e-08,1200.1953919376024,1200.1953919376024,975081.0082578843,-1200.1953958147205,1200.1953958147205,3.8771181607444305e-06,3.2304057941436714e-07,2.835464272231414e-08,243,1,1941.4926621679176,243,3,3,5.125372784396429e-09,2009-10-15,6522.536169929949,0.0
0.0,0.0,0.0,892.9724206492901,892.9724206492901,0.0,299.6262102967064,299.62621026762554,-2.9080865715513937e-08,1192.5986309459965,1192.5986309459965,973888.4096230743,-1192.598634809954,1192.598634809954,3.863957545036101e-06,3.2399479860647667e-07,2.9080719323930728e-08,243,1,1938.7442591409201,243,3,3,5.118354195098635e-09,2009-10-16,6522.536169929949,0.0
0.0,0.0,0.0,888.4507536321443,888.4507536321443,0.0,296.7976527920272,296.7976527622044,-2.9822786018485203e-08,1185.2484064241714,1185.2484064241714,972703.1612127987,-1185.2484102756716,1185.2484102756716,3.851500196105917e-06,3.2495299404874237e-07,2.982256081747922e-08,243,1,1936.0087637994384,243,3,3,5.11701641732076e-09,2009-10-17,6522.536169929949,0.0
0.0,0.0,0.0,883.9648565653013,883.9648565653013,0.0,294.2002112104574,294.2002111798887,-3.0568685360776726e-08,1178.1650677757586,1178.1650677757586,971524.996141183,-1178.1650716157164,1178.1650716157164,3.839957798845717e-06,3.2592697673337584e-07,3.056833225228718e-08,243,1,1933.285974721834,243,3,3,5.1208325672022585e-09,2009-10-18,6522.536169929949,0.0
0.0,0.0,0.0,879.5918487702088,879.5918487702088,0.0,291.6489369514363,291.64893692011725,-3.131907533315825e-08,1171.2407857216451,1171.2407857216451,970353.7553516325,-1171.240789550473,1171.240789550473,3.8288278574327705e-06,3.269035617263885e-07,3.131942696985414e-08,243,1,1930.659351702015,243,3,4,5.093299042770087e-09,2009-10-19,6522.536169929949,0.0
0.0,0.0,0.0,875.347535615398,875.347535615398,0.0,289.09486112137427,289.0948610892658,-3.2108459890878294e-08,1164.4423967367723,1164.4423967367723,969189.312951077,-1164.4424005554756,1164.4424005554756,3.818703362412634e-06,3.2794265827068755e-07,3.2108531331995205e-08,243,1,1928.1621796551235,243,3,4,5.111783066683964e-09,2009-10-20,6522.536169929949,0.0
0.0,0.0,0.0,871.1371305257321,871.1371305257321,0.0,286.5488196832898,286.54881965041545,-3.287436811660882e-08,1157.685950209022,1157.685950209022,968031.626997059,-1157.6859540180303,1157.6859540180303,3.8090083762654103e-06,3.290191405575339e-07,3.287447557893345e-08,243,1,1925.6865930441195,243,3,4,5.113554714500064e-09,2009-10-21,6522.536169929949,0.0
0.0,0.0,0.0,866.9617866207428,866.9617866207428,0.0,284.0152630406559,284.01526300698447,-3.367142653587507e-08,1150.9770496613987,1150.9770496613987,966880.6499435984,-1150.9770534605486,1150.9770534605486,3.7991499084455427e-06,3.30080421414393e-07,3.367215215332057e-08,243,1,1923.2290098079447,243,3,4,5.1165279285357555e-09,2009-10-22,6522.536169929949,0.0
0.0,0.0,0.0,862.8058624201364,862.8058624201364,0.0,281.5101457542356,281.5101457197561,-3.447951257840032e-08,1144.316008174372,1144.316008174372,965736.3339316349,-1144.3160119635286,1144.3160119635286,3.789156608036137e-06,3.3112851418851807e-07,3.4478670691076574e-08,243,1,1920.772086351892,243,3,4,5.092724975882688e-09,2009-10-23,6522.536169929949,0.0
0.0,0.0,0.0,858.6279280393236,858.6279280393236,0.0,279.1023032853301,279.10230325002624,-3.5303855838719755e-08,1137.7302313246537,1137.7302313246537,964598.6036965316,-1137.730235103285,1137.730235103285,3.7786312532261945e-06,3.321201403145592e-07,3.5304090797260145e-08,243,1,1918.2777407541055,243,3,4,5.044969134584125e-09,2009-10-24,6522.536169929949,0.0
0.0,0.0,0.0,854.4640871222131,854.4640871222131,0.0,276.86993914392986,276.86993910780427,-3.6125584301771596e-08,1131.334026266143,1131.334026266143,963467.2696664974,-1131.3340300342534,1131.3340300342534,3.7681104458897607e-06,3.3306789558656464e-07,3.612588785615375e-08,243,1,1915.7922746582396,243,3,4,5.037238744080094e-09,2009-10-25,6522.536169929949,0.0
0.0,0.0,0.0,850.318397097079,850.318397097079,0.0,274.73064344957857,274.7306434126272,-3.6951348647562554e-08,1125.0490405466576,1125.0490405466576,962342.2206221935,-1125.0490443038289,1125.0490443038289,3.7571712709905114e-06,3.339562208432805e-07,3.695174005768728e-08,243,1,1913.2982450827428,243,3,4,5.072480456208948e-09,2009-10-26,6522.536169929949,0.0
0.0,0.0,0.0,846.1730270618747,846.1730270618747,0.0,272.667381728142,272.66738169033454,-3.7807467379025184e-08,1118.8404087900167,1118.8404087900167,961223.3802096574,-1118.8404125361703,1118.8404125361703,3.746153652173234e-06,3.348246640181248e-07,3.7807388443567934e-08,243,1,1910.7735896958675,243,3,4,5.049239801521438e-09,2009-10-27,6522.536169929949,0.0
0.0,0.0,0.0,842.0681054270149,842.0681054270149,0.0,270.61256425522606,270.61256421655685,-3.866921360895503e-08,1112.680669682241,1112.680669682241,960110.6995362388,-1112.6806734185666,1112.6806734185666,3.736325652425876e-06,3.357949627134712e-07,3.8669056900950954e-08,243,1,1908.2576141050913,243,3,4,5.061198446337698e-09,2009-10-28,6522.536169929949,0.0
0.0,0.0,0.0,838.0042015918748,838.0042015918748,0.0,268.5656372862429,268.5656372466984,-3.9544545415992616e-08,1106.5698388781177,1106.5698388781177,959004.1296936348,-1106.569842603989,1106.569842603989,3.7258712382026715e-06,3.367045707151138e-07,3.954451196254433e-08,243,1,1905.7515154061057,243,3,4,5.042418217681106e-09,2009-10-29,6522.536169929949,0.0
0.0,0.0,0.0,833.9807528195,833.9807528195,0.0,266.5271395029407,266.5271394625117,-4.042902901346679e-08,1100.5078923224407,1100.5078923224407,957903.621797596,-1100.50789603882,1100.50789603882,3.7163792967476184e-06,3.3769674076164233e-07,4.042819466184535e-08,243,1,1903.255370611756,243,3,4,5.071528934552725e-09,2009-10-30,6522.536169929949,0.0
0.0,0.0,0.0,829.9971825120352,829.9971825120352,0.0,264.4974954061032,264.4974953647843,-4.131891273573274e-08,1094.4946779181384,1094.4946779181384,956809.127115971,-1094.494681625045,1094.494681625045,3.7069064546813024e-06,3.3868656622227654e-07,4.131982046042425e-08,243,1,1900.769246223642,243,3,4,5.035642705570173e-09,2009-10-31,6522.536169929949,0.0
0.0,0.0,0.0,826.0529037625186,826.0529037625186,0.0,262.4770393263673,262.477039284133,-4.223426230964833e-08,1088.5299430888858,1088.5299430888858,955720.5971691841,-1088.5299467868172,1088.5299467868172,3.6979313335905317e-06,3.397179236553197e-07,4.223433455019961e-08,243,1,1898.29319976179,243,3,4,5.034740522887933e-09,2009-11-01,6522.536169929949,0.0
0.0,0.0,0.0,822.1413660573431,822.1413660573431,0.0,260.4660372941952,260.4660372510566,-4.3138584260304924e-08,1082.6074033515383,1082.6074033515383,954637.9897621437,-1082.6074070404284,1082.6074070404284,3.688890046760207e-06,3.4074125327155195e-07,4.313826284093432e-08,243,1,1895.8280288622736,243,3,4,5.0318483656757555e-09,2009-11-02,6522.536169929949,0.0
0.0,0.0,0.0,818.2589715759552,818.2589715759552,0.0,258.4646966344726,258.4646965904079,-4.406467724038521e-08,1076.7236682104278,1076.7236682104278,953561.2660902545,-1076.7236718891654,1076.7236718891654,3.6787375847779913e-06,3.4166032389010845e-07,4.406490532872798e-08,243,1,1893.3749427500395,243,3,4,5.019079984589437e-09,2009-11-03,6522.536169929949,0.0
0.0,0.0,0.0,814.4149646034776,814.4149646034776,0.0,256.4731631300698,256.47316308505657,-4.501322337091551e-08,1070.8881277335474,1070.8881277335474,952490.377958852,-1070.8881314025493,1070.8881314025493,3.669001898742863e-06,3.426129948734745e-07,4.501435372963099e-08,243,1,1890.931934225064,243,3,4,5.033539672447423e-09,2009-11-04,6522.536169929949,0.0
0.0,0.0,0.0,810.6041290466273,810.6041290466273,0.0,254.49155750366867,254.49155745770273,-4.5965947492732084e-08,1065.095686550296,1065.095686550296,951425.2822686419,-1065.095690210117,1065.095690210117,3.659821004475816e-06,3.436142910083341e-07,4.596599085266267e-08,243,1,1888.499032609655,243,3,4,5.028173330267366e-09,2009-11-05,6522.536169929949,0.0
0.0,0.0,0.0,806.8284558483477,806.8284558483477,0.0,252.51997441196602,252.5199743650629,-4.6903124939490226e-08,1059.3484302603138,1059.3484302603138,950365.9338347309,-1059.3484339109855,1059.3484339109855,3.650671715149656e-06,3.4461482155326554e-07,4.690306111286581e-08,243,1,1886.0897162180918,243,3,4,4.983170904938304e-09,2009-11-06,6522.536169929949,0.0
0.0,0.0,0.0,803.0897939354005,803.0897939354005,0.0,250.55861143009713,250.5586113822289,-4.7868240926618455e-08,1053.6484053654976,1053.6484053654976,949312.2854257236,-1053.6484090072336,1053.6484090072336,3.641735929704737e-06,3.456310376946372e-07,4.7868011257805524e-08,243,1,1883.698043237174,243,3,4,4.969633780928039e-09,2009-11-07,6522.536169929949,0.0
0.0,0.0,0.0,799.3874041702238,799.3874041702238,0.0,248.6083542909646,248.60835424211422,-4.8850381517695496e-08,1047.9957584611884,1047.9957584611884,948264.2896636291,-1047.995762094506,1047.995762094506,3.6333176467451267e-06,3.46692017101638e-07,4.885018811151438e-08,243,1,1881.3157135572403,243,3,4,4.956439253937982e-09,2009-11-08,6522.536169929949,0.0
0.0,0.0,0.0,795.7205575890871,795.7205575890871,0.0,246.67112566424044,246.67112561441525,-4.982518930773949e-08,1042.3916832533275,1042.3916832533275,947221.8979767511,-1042.3916868780507,1042.3916868780507,3.624723149187048e-06,3.477313945243602e-07,4.9825105089653555e-08,243,1,1878.9431132675713,243,3,4,4.981638784525883e-09,2009-11-09,6522.536169929949,0.0
0.0,0.0,0.0,792.0885378600456,792.0885378600456,0.0,244.7827822851873,244.78278223436638,-5.0820915475924267e-08,1036.8713201452329,1036.8713201452329,946185.0266529894,-1036.8713237616466,1036.8713237616466,3.616413778217975e-06,3.487813478241498e-07,5.082117017402258e-08,243,1,1876.5823277751963,243,3,4,4.963842269727822e-09,2009-11-10,6522.536169929949,0.0
0.0,0.0,0.0,788.4906342520111,788.4906342520111,0.0,242.97637281266668,242.97637276084916,-5.181752271710138e-08,1031.4670070646778,1031.4670070646778,945153.5596423163,-1031.4670106731355,1031.4670106731355,3.608457745940541e-06,3.498374362535997e-07,5.181743035003698e-08,243,1,1874.2316946555156,243,3,4,4.998126352648098e-09,2009-11-11,6522.536169929949,0.0
0.0,0.0,0.0,784.9261239197517,784.9261239197517,0.0,241.18168045562606,241.18168040283155,-5.279451897877152e-08,1026.1078043753778,1026.1078043753778,944127.4518343406,-1026.107807975728,1026.107807975728,3.6003502827952616e-06,3.50874465120572e-07,5.2794522180766986e-08,243,1,1871.890740412888,243,3,4,4.968395078357581e-09,2009-11-12,6522.536169929949,0.0
0.0,0.0,0.0,781.394268795794,781.394268795794,0.0,239.3966068543907,239.39660680059225,-5.379845902098168e-08,1020.7908756501847,1020.7908756501847,943106.6609550954,-1020.790879245149,1020.790879245149,3.5949642551713623e-06,3.521744098879248e-07,5.3798834858973773e-08,243,1,1869.55939643991,243,3,4,4.965957083419473e-09,2009-11-13,6522.536169929949,0.0
0.0,0.0,0.0,777.8943324573569,777.8943324573569,0.0,237.62113024915664,237.6211301943695,-5.4787136605227715e-08,1015.5154627065135,1015.5154627065135,942091.1454887986,-1015.5154662968125,1015.5154662968125,3.590299002098618e-06,3.5354449255125906e-07,5.4787425476657924e-08,243,1,1867.237611116155,243,3,4,4.957126002646622e-09,2009-11-14,6522.536169929949,0.0
0.0,0.0,0.0,774.4254727068687,774.4254727068687,0.0,235.8890325948454,235.88903253904363,-5.580176321018371e-08,1010.3145053017141,1010.3145053017141,941080.8309799118,-1010.314508886775,1010.314508886775,3.5850608810505946e-06,3.5484602562036144e-07,5.580197023952315e-08,243,1,1864.9253451932339,243,3,4,4.981333110469807e-09,2009-11-15,6522.536169929949,0.0
0.0,0.0,0.0,770.983824593013,770.983824593013,0.0,234.2899050228806,234.2899049660721,-5.680848857991805e-08,1005.2737296158936,1005.2737296158936,940075.5572467155,-1005.2737331963144,1005.2737331963144,3.5804208664558246e-06,3.561637739276953e-07,5.6808007863280575e-08,243,1,1862.6225712901137,243,3,4,4.987595507975019e-09,2009-11-16,6522.536169929949,0.0
0.0,0.0,0.0,767.5657949018656,767.5657949018656,0.0,232.7683158497049,232.7683157918989,-5.780597689408751e-08,1000.3341107515705,1000.3341107515705,939075.2231323876,-1000.3341143279104,1000.3341143279104,3.5763398500421317e-06,3.575145342758754e-07,5.7806085717825257e-08,243,1,1860.329263905828,243,3,4,4.94421637087004e-09,2009-11-17,6522.536169929949,0.0
0.0,0.0,0.0,764.1715968876306,764.1715968876306,0.0,231.28366004418308,231.2836599853677,-5.8815373904508306e-08,995.4552569318137,995.4552569318137,938079.7678718839,-995.4552605036879,995.4552605036879,3.5718742310564267e-06,3.5881815816103104e-07,5.881583580047317e-08,243,1,1858.0453955739024,243,3,4,4.953638996903142e-09,2009-11-18,6522.536169929949,0.0
0.0,0.0,0.0,760.8014751585822,760.8014751585822,0.0,229.83707022853116,229.8370701687178,-5.981337380944751e-08,990.6385453871134,990.6385453871134,937089.1293229295,-990.63854895439,990.63854895439,3.5672766216521268e-06,3.60098708597334e-07,5.981369584709691e-08,243,1,1855.770958014896,243,3,4,4.980431691820987e-09,2009-11-19,6522.536169929949,0.0
0.0,0.0,0.0,757.4555184074638,757.4555184074638,0.0,228.59335071287921,228.5933506520533,-6.082592562961509e-08,986.048869120343,986.048869120343,936103.0804502465,-986.0488726830808,986.0488726830808,3.562737788342929e-06,3.6131452375667427e-07,6.082582824416044e-08,243,1,1853.5059475205649,243,3,4,4.952599679594421e-09,2009-11-20,6522.536169929949,0.0
0.0,0.0,0.0,754.1337005684313,754.1337005684313,0.0,227.38642298605225,227.38642292423515,-6.1817104324291e-08,981.5201235544836,981.5201235544836,935121.5603231336,-981.5201271128608,981.5201271128608,3.5583772159952787e-06,3.6253736604080014e-07,6.181674473980174e-08,243,1,1851.2503614007367,243,3,4,4.958914710299749e-09,2009-11-21,6522.536169929949,0.0
0.0,0.0,0.0,750.8359115041679,750.8359115041679,0.0,226.1823331642645,226.1823331014422,-6.282229492171609e-08,977.0182446684324,977.0182446684324,934144.5420749111,-977.0182482225355,977.0182482225355,3.554103045644297e-06,3.637703852625257e-07,6.282276456756187e-08,243,1,1849.004197210014,243,3,4,4.933836852795123e-09,2009-11-22,6522.536169929949,0.0
0.0,0.0,0.0,747.5619799595574,747.5619799595574,0.0,224.98100416398938,224.98100410015832,-6.383106665452942e-08,972.5429841235468,972.5429841235468,933171.9990872385,-972.5429876726121,972.5429876726121,3.549065240804339e-06,3.6492631028039076e-07,6.38312324821262e-08,243,1,1846.767452188885,243,3,4,4.935185194259908e-09,2009-11-23,6522.536169929949,0.0
0.0,0.0,0.0,744.3116625238418,744.3116625238418,0.0,223.7836822538161,223.7836821889644,-6.485169024017523e-08,968.0953447776579,968.0953447776579,932203.9037389169,-968.0953483215999,968.0953483215999,3.543941943462414e-06,3.660736465273379e-07,6.485180234475657e-08,243,1,1844.5401230941666,243,3,4,4.951002013744203e-09,2009-11-24,6522.536169929949,0.0
0.0,0.0,0.0,741.0845479497106,741.0845479497106,0.0,222.59158368513397,222.59158361927587,-6.585810297110584e-08,963.6761316348445,963.6761316348445,931240.2276037431,-963.6761351737659,963.6761351737659,3.53892141902179e-06,3.6723140584815527e-07,6.585852684750769e-08,243,1,1842.3222153941267,243,3,4,4.91624950046502e-09,2009-11-25,6522.536169929949,0.0
0.0,0.0,0.0,737.8805017478229,737.8805017478229,0.0,221.40174856484714,221.40174849798834,-6.685880293844093e-08,959.28225031267,959.28225031267,930280.9453498971,-959.2822538459441,959.2822538459441,3.5332740253579686e-06,3.6832475647208153e-07,6.685875658832738e-08,243,1,1840.1137536619838,243,3,4,4.909843858173851e-09,2009-11-26,6522.536169929949,0.0
0.0,0.0,0.0,734.6990265611942,734.6990265611942,0.0,220.21397350229972,220.21397343444775,-6.785197115277697e-08,954.9130000634939,954.9130000634939,929326.0323463061,-954.9130035910057,954.9130035910057,3.5275118079880485e-06,3.6940661554745156e-07,6.785148183270521e-08,243,1,1837.9147622318646,243,3,4,4.934350507742418e-09,2009-11-27,6522.536169929949,0.0
0.0,0.0,0.0,731.5395004057583,731.5395004057583,0.0,219.05088020017934,219.05088013131308,-6.88662566972198e-08,950.5903806059376,950.5903806059376,928375.4419621784,-950.5903841276886,950.5903841276886,3.521750954860181e-06,3.704803892048544e-07,6.886595882802134e-08,243,1,1835.7252705066198,243,3,4,4.919658062247864e-09,2009-11-28,6522.536169929949,0.0
0.0,0.0,0.0,728.4005150462202,728.4005150462202,0.0,217.927277155934,217.9272770860445,-6.98894950801332e-08,946.3277922021542,946.3277922021542,927429.1141664612,-946.3277957172832,946.3277957172832,3.5151289239365724e-06,3.7144940049787173e-07,6.989012629430613e-08,243,1,1833.5453111150985,243,3,4,4.924881085745157e-09,2009-11-29,6522.536169929949,0.0
0.0,0.0,0.0,725.28054470531,725.28054470531,0.0,216.8053343114758,216.80533424059757,-7.08782295077981e-08,942.0858790167858,942.0858790167858,926487.0282839359,-942.085882525309,942.085882525309,3.508523150230758e-06,3.7242073311044463e-07,7.087816350530496e-08,243,1,1831.375003645387,243,3,4,4.8990136290795484e-09,2009-11-30,6522.536169929949,0.0
0.0,0.0,0.0,722.1798273173106,722.1798273173106,0.0,215.68349087660226,215.6834908047307,-7.187156825239072e-08,937.8633181939128,937.8633181939128,925549.1649622405,-937.8633216953604,937.8633216953604,3.50144750882464e-06,3.733430477369698e-07,7.187247945220703e-08,243,1,1829.214438312003,243,3,4,4.90887871057417e-09,2009-12-01,6522.536169929949,0.0
0.0,0.0,0.0,719.099079114656,719.099079114656,0.0,214.56185667077864,214.56185659790086,-7.287778203135531e-08,933.6609357854346,933.6609357854346,924615.5040229608,-933.6609392797109,933.6609392797109,3.494276256787998e-06,3.7425537577739077e-07,7.287802437748974e-08,243,1,1827.0635972093737,243,3,4,4.930459622576687e-09,2009-12-02,6522.536169929949,0.0
0.0,0.0,0.0,716.0381271805707,716.0381271805707,0.0,213.44051847981302,213.44051840593676,-7.387626510535483e-08,929.4786456603837,929.4786456603837,923686.0253738139,-929.4786491468549,929.4786491468549,3.4864712006310583e-06,3.750996543956338e-07,7.387620420094526e-08,243,1,1824.9224670265858,243,3,4,4.891619183384046e-09,2009-12-03,6522.536169929949,0.0
0.0,0.0,0.0,712.9967897616389,712.9967897616389,0.0,212.3195613170708,212.31956124218945,-7.488134201594221e-08,925.3163510787097,925.3163510787097,922760.7090192565,-925.3163545574062,925.3163545574062,3.47869649885979e-06,3.7594672154300216e-07,7.488164530330063e-08,243,1,1822.7910309344963,243,3,4,4.904384170939175e-09,2009-12-04,6522.536169929949,0.0
0.0,0.0,0.0,709.9748767219476,709.9748767219476,0.0,211.19911785456827,211.19911777868845,-7.587982508994173e-08,921.1739945765158,921.1739945765158,921839.5350212096,-921.1739980468992,921.1739980468992,3.4703833762250724e-06,3.7673483875826753e-07,7.587988080743632e-08,243,1,1820.6692689523284,243,3,4,4.9153531260258125e-09,2009-12-05,6522.536169929949,0.0
0.0,0.0,0.0,706.9721946548087,706.9721946548087,0.0,210.07916868199334,210.07916860512105,-7.687228276154201e-08,917.0513633368021,917.0513633368021,920922.4836544113,-917.0513667983469,917.0513667983469,3.4615447930264054e-06,3.7746465665402304e-07,7.687324573589283e-08,243,1,1818.5571582802136,243,3,4,4.896529269792389e-09,2009-12-06,6522.536169929949,0.0
0.0,0.0,0.0,703.9885506014028,703.9885506014028,0.0,208.95975015181227,208.95975007392673,-7.788554512444534e-08,912.9483007532151,912.9483007532151,920009.5353502056,-912.9483042056672,912.9483042056672,3.4524521197454305e-06,3.781651276245395e-07,7.788526507417823e-08,243,1,1816.4546735912888,243,3,4,4.909824500401043e-09,2009-12-07,6522.536169929949,0.0
0.0,0.0,0.0,701.0237510838698,701.0237510838698,0.0,207.84091299856357,207.84091291967775,-7.888581876613898e-08,908.8646640824334,908.8646640824334,919100.6706826795,-908.864667526097,908.864667526097,3.4436636724421987e-06,3.7889729851813363e-07,7.888532242335689e-08,243,1,1814.3617872921861,243,3,4,4.863643928638967e-09,2009-12-08,6522.536169929949,0.0
0.0,0.0,0.0,698.0776031485155,698.0776031485155,0.0,206.7227082043005,206.72270812441005,-7.989044092937547e-08,904.800311352816,904.800311352816,918195.8703678926,-904.8003147869604,904.8003147869604,3.4341443324592547e-06,3.795472079679637e-07,7.988978632298428e-08,243,1,1812.2784697083446,243,3,4,4.866548051565143e-09,2009-12-09,6522.536169929949,0.0
0.0,0.0,0.0,695.1499137506346,695.1499137506346,0.0,205.6051893299558,205.60518924904656,-8.090924552561773e-08,900.7551030805904,900.7551030805904,917295.115261387,-900.7551065055886,900.7551065055886,3.4249982263645506e-06,3.8023633744931765e-07,8.090892544703154e-08,243,1,1810.204672505554,243,3,4,4.887135250981971e-09,2009-12-10,6522.536169929949,0.0
0.0,0.0,0.0,692.2404882401127,692.2404882401127,0.0,204.4884139398025,204.4884138579013,-8.19012200281577e-08,896.7289021799152,896.7289021799152,916398.3863557915,-896.7289055954898,896.7289055954898,3.415574610698968e-06,3.808926632548765e-07,8.190156750471475e-08,243,1,1808.1403251496806,243,3,4,4.843461787092036e-09,2009-12-11,6522.536169929949,0.0
0.0,0.0,0.0,689.3491436928022,689.3491436928022,0.0,203.3724382779193,203.37243819499946,-8.291982567243394e-08,892.7215819707214,892.7215819707214,915505.6647704145,-892.7215853770031,892.7215853770031,3.406281621209928e-06,3.8156147190856033e-07,8.292077981817964e-08,243,1,1806.0853956730325,243,3,4,4.864677557426173e-09,2009-12-12,6522.536169929949,0.0
0.0,0.0,0.0,686.4757008728202,686.4757008728202,0.0,202.25731969020546,202.25731960629656,-8.3908901160612e-08,888.7330205630257,888.7330205630257,914616.9317464548,-888.7330239596777,888.7330239596777,3.396652004994394e-06,3.8219036689566086e-07,8.390949571020463e-08,243,1,1804.039856039198,243,3,4,4.8843874681600815e-09,2009-12-13,6522.536169929949,0.0
0.0,0.0,0.0,683.619975931231,683.619975931231,0.0,201.1431171418999,201.14311705697838,-8.492150982419844e-08,884.7630930731309,884.7630930731309,913732.1686499945,-884.7630964602577,884.7630964602577,3.387126753295888e-06,3.8282866530566615e-07,8.49216845179238e-08,243,1,1802.0036756919385,243,3,4,4.862868325442084e-09,2009-12-14,6522.536169929949,0.0
0.0,0.0,0.0,680.7817884133453,680.7817884133453,0.0,200.0298910399473,200.02989095402503,-8.592226663495239e-08,880.8116794532926,880.8116794532926,912851.356967164,-880.8116828305647,880.8116828305647,3.3772720371416654e-06,3.8342725272313704e-07,8.592260148749372e-08,243,1,1799.976821948346,243,3,4,4.847425702792579e-09,2009-12-15,6522.536169929949,0.0
0.0,0.0,0.0,677.9756704100807,677.9756704100807,0.0,198.91770294442802,198.9177028575,-8.69280256665661e-08,876.8933733545088,876.8933733545088,911974.4635904422,-876.8933767217677,876.8933767217677,3.3672589552224963e-06,3.839986758493792e-07,8.692802340301154e-08,243,1,1797.9761245941136,243,3,5,4.863689630630251e-09,2009-12-16,6522.536169929949,0.0
0.0,0.0,0.0,675.3173805748114,675.3173805748114,0.0,197.841115418605,197.84111533066567,-8.793932693151874e-08,873.1584959934164,873.1584959934164,911101.305091093,-873.1584993492579,873.1584993492579,3.355841499796952e-06,3.8433360063470406e-07,8.793997306489767e-08,243,1,1796.1288231175217,243,3,5,4.841256185359733e-09,2009-12-17,6522.536169929949,0.0
0.0,0.0,0.0,672.7021941145167,672.7021941145167,0.0,196.8152184763636,196.81521838740548,-8.8958131527761e-08,869.5174125908803,869.5174125908803,910231.7876751582,-869.517415934708,869.517415934708,3.3438276432207203e-06,3.8456131895025875e-07,8.895845658031586e-08,243,1,1794.3345916710205,243,3,5,4.844068248120196e-09,2009-12-18,6522.536169929949,0.0
0.0,0.0,0.0,670.0983153743182,670.0983153743182,0.0,195.79153051179424,195.79153042184168,-8.995255029731197e-08,865.8898458861124,865.8898458861124,909365.89782594,-865.8898492181906,865.8898492181906,3.332078222229029e-06,3.848154849300465e-07,8.995214111749295e-08,243,1,1792.5609538955687,243,3,5,4.870036728257829e-09,2009-12-19,6522.536169929949,0.0
0.0,0.0,0.0,667.5059045439305,667.5059045439305,0.0,194.76917358940284,194.76917349842097,-9.098187092604348e-08,862.2750781333333,862.2750781333333,908503.6227444864,-862.2750814536121,862.2750814536121,3.3202787790287402e-06,3.8506027257930935e-07,9.098214921034885e-08,243,1,1790.807125210927,243,3,5,4.844621197440461e-09,2009-12-20,6522.536169929949,0.0
0.0,0.0,0.0,664.9267739631969,664.9267739631969,0.0,193.74952506022782,193.74952497790156,-8.232626669268939e-08,858.6762990234247,858.6762990234247,907644.9464421448,-858.6763023416279,858.6763023416279,3.3182031984324567e-06,3.8643237147498407e-07,8.232561574197091e-08,243,1,1789.074313112407,243,5,6,4.84882347231038e-09,2009-12-21,6522.536169929949,0.0
