APN,Month,waterUse_m3Day
W0294,12,0
W0295,1,0
W0295,2,0
W0295,3,0
W0295,4,0
W0295,5,3.934555154
W0295,6,9.903389642
W0295,7,18.685540842
W0295,8,13.833780845
W0295,9,9.146307642
W0295,10,3.305798553
W0295,11,0
W0295,12,0
W0296,1,0
W0296,2,0
W0296,3,0
W0296,4,0
W0296,5,6.229270696
W0296,6,15.680682384
W0296,7,29.585628937
W0296,8,21.903517883
W0296,9,14.481843037
W0296,10,5.234086407
W0296,11,0
W0296,12,0
W0297,1,0
W0297,2,0
W0297,3,0
W0297,4,0
W0297,5,0.344093769
W0297,6,0.838846856
W0297,7,1.020546536
W0297,8,1.756051699
W0297,9,0.79872151
W0297,10,0.289205324
W0297,11,0
W0297,12,0
W0298,1,0
W0298,2,0
W0298,3,0
W0298,4,0
W0298,5,0.344093769
W0298,6,0.838846856
W0298,7,1.020546536
W0298,8,1.756051699
W0298,9,0.79872151
W0298,10,0.289205324
W0298,11,0
W0298,12,0
W0299,1,0
W0299,2,0
W0299,3,0
W0299,4,0
W0299,5,5.270426343
W0299,6,12.547119986
W0299,7,25.086290611
W0299,8,18.531474655
W0299,9,12.252236547
W0299,10,4.428172618
W0299,11,0
W0299,12,0
W0300,1,0
W0300,2,0
W0300,3,0
W0300,4,0
W0300,5,20.678559207
W0300,6,50.411819134
W0300,7,95.062622789
W0300,8,70.379856884
W0300,9,48.066757639
W0300,10,17.37881731
W0300,11,0
W0300,12,0
W0301,1,0
W0301,2,0
W0301,3,0
W0301,4,0
W0301,5,1.327921828
W0301,6,3.235011386
W0301,7,3.9368264
W0301,8,6.772855572
W0301,9,3.080566658
W0301,10,1.115560327
W0301,11,0
W0301,12,0
W0302,1,0
W0302,2,0
W0302,3,0
W0302,4,0
W0302,5,0.737776409
W0302,6,1.797312668
W0302,7,2.187209898
W0302,8,3.76269754
W0302,9,1.711383861
W0302,10,0.619671617
W0302,11,0
W0302,12,0
W0303,1,0
W0303,2,0
W0303,3,0
W0303,4,0
W0303,5,8.417994758
W0303,6,20.03996054
W0303,7,38.195165441
W0303,8,28.621106469
W0303,9,19.529687272
W0303,10,7.073038585
W0303,11,0
W0303,12,0
W0304,1,0
W0304,2,0
W0304,3,0
W0304,4,0
W0304,5,6.885282249
W0304,6,16.391203841
W0304,7,32.772187075
W0304,8,24.209211114
W0304,9,16.006227644
W0304,10,5.785242103
W0304,11,0
W0304,12,0
W0305,1,0
W0305,2,0
W0305,3,0
W0305,4,0
W0305,5,0.434565068
W0305,6,1.058400636
W0305,7,1.287796482
W0305,8,2.215979014
W0305,9,1.007676142
W0305,10,0.364913524
W0305,11,0
W0305,12,0
W0306,1,0
W0306,2,0
W0306,3,0
W0306,4,0
W0306,5,6.753928522
W0306,6,16.078907516
W0306,7,32.147594425
W0306,8,23.748148176
W0306,9,15.701123598
W0306,10,5.674708131
W0306,11,0
W0306,12,0
W0307,1,0
W0307,2,0
W0307,3,0
W0307,4,0
W0307,5,6.753928522
W0307,6,16.078907516
W0307,7,32.147594425
W0307,8,23.748148176
W0307,9,15.701123598
W0307,10,5.674708131
W0307,11,0
W0307,12,0
W0308,1,0
W0308,2,0
W0308,3,0
W0308,4,0
W0308,5,0.368698934
W0308,6,0.898656334
W0308,7,1.093604949
W0308,8,1.88134877
W0308,9,0.855881201
W0308,10,0.310025079
W0308,11,0
W0308,12,0
W0309,1,0
W0309,2,0
W0309,3,0
W0309,4,0
W0309,5,1.278711498
W0309,6,3.11539243
W0309,7,3.791088115
W0309,8,6.521882889
W0309,9,2.966625817
W0309,10,1.074299358
W0309,11,0
W0309,12,0
W0310,1,0
W0310,2,0
W0310,3,0
W0310,4,0
W0310,5,7.114678095
W0310,6,17.90877471
W0310,7,33.789705283
W0310,8,25.016260526
W0310,9,16.539591913
W0310,10,5.977919472
W0310,11,0
W0310,12,0
W0311,1,0
W0311,2,0
W0311,3,0
W0311,4,0
W0311,5,6.885282249
W0311,6,16.391203841
W0311,7,32.772187075
W0311,8,24.209211114
W0311,9,16.006227644
W0311,10,5.785242103
W0311,11,0
W0311,12,0
W0312,1,0
W0312,2,0
W0312,3,0
W0312,4,0
W0312,5,6.885282249
W0312,6,17.331121144
W0312,7,32.699885744
W0312,8,24.209211114
W0312,9,16.006227644
W0312,10,5.785242103
W0312,11,0
W0312,12,0
W0313,1,0
W0313,2,0
W0313,3,0
W0313,4,0
W0313,5,4.090135505
W0313,6,9.737210143
W0313,7,19.467985089
W0313,8,14.381529672
W0313,9,9.508571379
W0313,10,3.436773739
W0313,11,0
W0313,12,0
W0314,1,0
W0314,2,0
W0314,3,0
W0314,4,0
W0314,5,2.254211655
W0314,6,5.366197216
W0314,7,10.227420738
W0314,8,7.663941086
W0314,9,5.229543915
W0314,10,1.893840623
W0314,11,0
W0314,12,0
W0315,1,0
W0315,2,0
W0315,3,0
W0315,4,0
W0315,5,1.614855906
W0315,6,3.933798072
W0315,7,7.18092277
W0315,8,5.490358664
W0315,9,3.746420277
W0315,10,1.356312403
W0315,11,0
W0315,12,0
W0316,1,0
W0316,2,0
W0316,3,0
W0316,4,0
W0316,5,4.229438593
W0316,6,10.646087084
W0316,7,20.086899624
W0316,8,14.871361726
W0316,9,9.832223934
W0316,10,3.553742908
W0316,11,0
W0316,12,0
W0317,1,0
W0317,2,0
W0317,3,0
W0317,4,0
W0317,5,4.229438593
W0317,6,10.646087084
W0317,7,20.086899624
W0317,8,14.871361726
W0317,9,9.832223934
W0317,10,3.553742908
W0317,11,0
W0317,12,0
W0318,1,0
W0318,2,0
W0318,3,0
W0318,4,0
W0318,5,4.090135505
W0318,6,10.295558118
W0318,7,19.425209956
W0318,8,14.381529672
W0318,9,9.508571379
W0318,10,3.436773739
W0318,11,0
W0318,12,0
W0319,1,0
W0319,2,0
W0319,3,0
W0319,4,0
W0319,5,8.147337943
W0319,6,19.61978003
W0319,7,37.08187636
W0319,8,27.701251839
W0319,9,18.902066294
W0319,10,6.845535444
W0319,11,0
W0319,12,0
W0320,1,0
W0320,2,0
W0320,3,0
W0320,4,0
W0320,5,1.058022095
W0320,6,2.54758093
W0320,7,4.81504152
W0320,8,3.597275123
W0320,9,2.454459844
W0320,10,0.888814268
W0320,11,0
W0320,12,0
W0321,1,0
W0321,2,0
W0321,3,0
W0321,4,0
W0321,5,1.058022095
W0321,6,2.54758093
W0321,7,4.81504152
W0321,8,3.597275123
W0321,9,2.454459844
W0321,10,0.888814268
W0321,11,0
W0321,12,0
W0322,1,0
W0322,2,0
W0322,3,0
W0322,4,0
W0322,5,1.058022095
W0322,6,2.54758093
W0322,7,4.81504152
W0322,8,3.597275123
W0322,9,2.454459844
W0322,10,0.888814268
W0322,11,0
W0322,12,0
W0323,1,0
W0323,2,0
W0323,3,0
W0323,4,0
W0323,5,1.293096056
W0323,6,3.149839661
W0323,7,5.75003779
W0323,8,4.396375174
W0323,9,2.999937425
W0323,10,1.08641267
W0323,11,0
W0323,12,0
W0324,1,0
W0324,2,0
W0324,3,0
W0324,4,0
W0324,5,1.410822307
W0324,6,3.397026934
W0324,7,6.420433901
W0324,8,4.79611447
W0324,9,3.272865486
W0324,10,1.18483333
W0324,11,0
W0324,12,0
W0325,1,0
W0325,2,0
W0325,3,0
W0325,4,0
W0325,5,1.410822307
W0325,6,3.397026934
W0325,7,6.420433901
W0325,8,4.79611447
W0325,9,3.272865486
W0325,10,1.18483333
W0325,11,0
W0325,12,0
W0326,1,0
W0326,2,0
W0326,3,0
W0326,4,0
W0326,5,2.351118151
W0326,6,5.661459196
W0326,7,10.700596988
W0326,8,7.993650297
W0326,9,5.454397269
W0326,10,1.974848397
W0326,11,0
W0326,12,0
W0327,1,0
W0327,2,0
W0327,3,0
W0327,4,0
W0327,5,2.351118151
W0327,6,5.661459196
W0327,7,10.700596988
W0327,8,7.993650297
W0327,9,5.454397269
W0327,10,1.974848397
W0327,11,0
W0327,12,0
W0328,1,0
W0328,2,0
W0328,3,0
W0328,4,0
W0328,5,2.351118151
W0328,6,5.661459196
W0328,7,10.700596988
W0328,8,7.993650297
W0328,9,5.454397269
W0328,10,1.974848397
W0328,11,0
W0328,12,0
W0329,1,0
W0329,2,0
W0329,3,0
W0329,4,0
W0329,5,3.409140246
W0329,6,8.113647794
W0329,7,15.467942342
W0329,8,11.590546879
W0329,9,7.908857113
W0329,10,2.863662665
W0329,11,0
W0329,12,0
W0330,1,0
W0330,2,0
W0330,3,0
W0330,4,0
W0330,5,3.644214207
W0330,6,8.877164991
W0330,7,16.204204587
W0330,8,12.390025471
W0330,9,8.454334694
W0330,10,3.061261067
W0330,11,0
W0330,12,0
W0331,1,0
W0331,2,0
W0331,3,0
W0331,4,0
W0331,5,3.644214207
W0331,6,8.877164991
W0331,7,16.204204587
W0331,8,12.390025471
W0331,9,8.454334694
W0331,10,3.061261067
W0331,11,0
W0331,12,0
W0332,1,0
W0332,2,0
W0332,3,0.105612939
W0332,4,0.310782161
W0332,5,0.555319647
W0332,6,1.143950902
W0332,7,1.454733063
W0332,8,1.56337433
W0332,9,1.369939879
W0332,10,0.891464055
W0332,11,0.169586368
W0332,12,0
W0333,1,0
W0333,2,0
W0333,3,0.105612939
W0333,4,0.310782161
W0333,5,0.555319647
W0333,6,1.143950902
W0333,7,1.454733063
W0333,8,1.56337433
W0333,9,1.369939879
W0333,10,0.891464055
W0333,11,0.169586368
W0333,12,0
W0334,1,0
W0334,2,0
W0334,3,5.1230603317
W0334,4,10.3646797046
W0334,5,2.3676603927
W0334,6,0
W0334,7,0
W0334,8,0
W0334,9,0
W0334,10,0
W0334,11,0
W0334,12,0
W0335,1,0
W0335,2,0
W0335,3,25.6153016585
W0335,4,51.823398523
W0335,5,11.8383019635
W0335,6,0
W0335,7,0
W0335,8,0
W0335,9,0
W0335,10,0
W0335,11,0
W0335,12,0
W0336,1,0
W0336,2,0
W0336,3,5.1230603317
W0336,4,10.3646797046
W0336,5,2.3676603927
W0336,6,0
W0336,7,0
W0336,8,0
W0336,9,0
W0336,10,0
W0336,11,0
W0336,12,0
W0337,1,0
W0337,2,0
W0337,3,15.3691809951
W0337,4,31.0940391138
W0337,5,7.1029811781
W0337,6,0
W0337,7,0
W0337,8,0
W0337,9,0
W0337,10,0
W0337,11,0
W0337,12,0
W0338,1,0
W0338,2,0
W0338,3,5.1230603317
W0338,4,10.3646797046
W0338,5,2.3676603927
W0338,6,0
W0338,7,0
W0338,8,0
W0338,9,0
W0338,10,0
W0338,11,0
W0338,12,0
W0339,1,0
W0339,2,0
W0339,3,5.1230603317
W0339,4,10.3646797046
W0339,5,2.3676603927
W0339,6,0
W0339,7,0
W0339,8,0
W0339,9,0
W0339,10,0
W0339,11,0
W0339,12,0
W0340,1,0
W0340,2,0
W0340,3,35.8614223219
W0340,4,72.5527579322
W0340,5,16.5736227489
W0340,6,0
W0340,7,0
W0340,8,0
W0340,9,0
W0340,10,0
W0340,11,0
W0340,12,0
W0341,1,0
W0341,2,0
W0341,3,35.8614223219
W0341,4,72.5527579322
W0341,5,16.5736227489
W0341,6,0
W0341,7,0
W0341,8,0
W0341,9,0
W0341,10,0
W0341,11,0
W0341,12,0
W0342,1,0
W0342,2,0
W0342,3,15.3691809951
W0342,4,31.0940391138
W0342,5,7.1029811781
W0342,6,0
W0342,7,0
W0342,8,0
W0342,9,0
W0342,10,0
W0342,11,0
W0342,12,0
W0343,1,0
W0343,2,0
W0343,3,15.3691809951
W0343,4,31.0940391138
W0343,5,7.1029811781
W0343,6,0
W0343,7,0
W0343,8,0
W0343,9,0
W0343,10,0
W0343,11,0
W0343,12,0
